iter	RMSE
477	0.1762674854
478	0.1760562833
479	0.1758642461
480	0.1756759654
481	0.1754770086
482	0.1753263922
483	0.1751928854
484	0.1750308526
485	0.1748292667
486	0.1746633463
487	0.1744895785
488	0.1742030634
489	0.1740102003
490	0.1738614793
491	0.1736206697
492	0.1733924829
493	0.173324735
494	0.1730733273
495	0.1728977966
496	0.1727587308
497	0.1725858632
498	0.1724500147
499	0.1722780965
500	0.172094197
501	0.1719215749
502	0.1717746622
503	0.1716548309
504	0.1714538995
505	0.1713743652
506	0.1711887131
507	0.1710746089
508	0.1708793564
509	0.1707462725
510	0.1705527072
511	0.1703999182
512	0.1701844776
513	0.1700253045
514	0.1698809725
515	0.1697240183
516	0.1695435852
517	0.1693756036
518	0.1691211167
519	0.1689723093
520	0.1687589477
521	0.1686170758
522	0.1684799797
523	0.168378892
524	0.1682252787
525	0.1680471707
526	0.1678861094
527	0.1678248504
528	0.1675719862
529	0.1674977552
530	0.1674082966
531	0.1672021087
532	0.1671024919
533	0.1668099243
534	0.1665610519
535	0.1663948092
536	0.1662489951
537	0.1659172416
538	0.1657440812
539	0.1656094219
540	0.1654445223
541	0.1652620981
542	0.1650100615
543	0.1648479492
544	0.1647241666
545	0.1645805911
546	0.1644480755
547	0.16427953
548	0.1641990377
549	0.1640758399
550	0.1638885298
551	0.1637181546
552	0.1634606184
553	0.1632443432
554	0.1632373974
555	0.1630353658
556	0.1627926189
557	0.162634797
558	0.162465974
559	0.1623576412
560	0.1621963028
561	0.1620764462
562	0.1618535882
563	0.1616108422
564	0.1614840019
565	0.1613542036
566	0.1613496023
567	0.1611935326
568	0.1610546492
569	0.1610513677
570	0.1610474726
571	0.160903222
572	0.1608019261
573	0.1607213333
574	0.1606449237
575	0.1605157147
576	0.160313487
577	0.1600903002
578	0.1599282809
579	0.159627966
580	0.1594982704
581	0.159446882
582	0.1592677531
583	0.1591584068
584	0.1590313549
585	0.15888129
586	0.1585902623
587	0.1584275711
588	0.1583322473
589	0.1581658262
590	0.1579714596
591	0.1579669856
592	0.1578477316
593	0.1577126182
594	0.1575699904
595	0.1574793275
596	0.157339544
597	0.1572382364
598	0.1571168841
599	0.1571110146
600	0.1570306335
601	0.1569186342
602	0.1567068604
603	0.1566037067
604	0.1564681187
605	0.1562869504
606	0.1561783764
607	0.156039823
608	0.1558919865
609	0.1557536692
610	0.1556152244
611	0.1554939819
612	0.1552173831
613	0.1549951228
614	0.1548848639
615	0.154614868
616	0.1545024638
617	0.1544921506
618	0.1542958604
619	0.1541491035
620	0.1539670101
621	0.1538345131
622	0.1536695646
623	0.1534935826
624	0.1533949345
625	0.1532482638
626	0.1531404679
627	0.1530000316
628	0.152835099
629	0.1526195101
630	0.1524947551
631	0.1523743478
632	0.1522090707
633	0.1521183859
634	0.1520534814
635	0.1519446865
636	0.1518138036
637	0.1517097565
638	0.1515588482
639	0.1514395763
640	0.151301606
641	0.1511155842
642	0.1509527728
643	0.1509198958
644	0.1508771401
645	0.1507592304
646	0.1506318759
647	0.1504150935
648	0.1501838884
649	0.1500692757
650	0.149940807
651	0.1498274911
652	0.1497290538
653	0.1494524465
654	0.1493031913
655	0.1492563312
656	0.1491504878
657	0.1489970475
658	0.1489169909
659	0.1487901768
660	0.1486097278
661	0.148224331
662	0.1480031759
663	0.1478939508
664	0.1477206053
665	0.147590726
666	0.1474793495
667	0.1473510525
668	0.1471253229
669	0.14702052
670	0.1468656616
671	0.1466922249
672	0.1465332344
673	0.1463324353
674	0.1461962937
675	0.1460710964
676	0.1459663336
677	0.1459091046
678	0.1458108344
679	0.1456626498
680	0.1455436362
681	0.1453989202
682	0.1453476791
683	0.1452074594
684	0.1451157763
685	0.1450640351
686	0.1449442608
687	0.1448384994
688	0.1446696994
689	0.1446079143
690	0.1445104394
691	0.1444006959
692	0.1442905886
693	0.1441646359
694	0.1440103356
695	0.1438906355
696	0.1437458059
697	0.1436609565
698	0.1435740921
699	0.143393893
700	0.1431940944
701	0.143031588
702	0.1428978468
703	0.1426774116
704	0.1426095
705	0.1424250039
706	0.1423048566
707	0.1422633883
708	0.1422115903
709	0.1420986986
710	0.1419028872
711	0.141727159
712	0.1415809093
713	0.1414196265
714	0.1412812505
715	0.1411423204
716	0.1410447911
717	0.1409356327
718	0.1408010415
719	0.1406728604
720	0.140521513
721	0.1404486907
722	0.1403700407
723	0.1403157341
724	0.1402541997
725	0.1400978011
726	0.1399760408
727	0.139832787
728	0.1397419083
729	0.1396331342
730	0.1395047783
731	0.139353964
732	0.1392521699
733	0.1392505567
734	0.1391415727
735	0.1390756469
736	0.138890202
737	0.1387656546
738	0.1386016789
739	0.1385112426
740	0.1383731423
741	0.1382814691
742	0.1381408238
743	0.1380704021
744	0.1379660021
745	0.1378793643
746	0.1377599156
747	0.1376809924
748	0.137542507
749	0.1374555579
750	0.1373710276
751	0.1372320837
752	0.137123587
753	0.1370865385
754	0.1369593583
755	0.1369238129
756	0.1368679102
757	0.1367510395
758	0.1366360764
759	0.1366039934
760	0.1364916497
761	0.136389925
762	0.136267584
763	0.1362200437
764	0.1361262544
765	0.1360480893
766	0.135942646
767	0.1358057535
768	0.1356790188
769	0.1355838799
770	0.1354993877
771	0.1354251278
772	0.1352914957
773	0.1351516148
774	0.1350405915
775	0.1349238229
776	0.1348385272
777	0.1347136219
778	0.1345998635
779	0.1344313872
780	0.1343365446
781	0.1342029661
782	0.13413359
783	0.1340457541
784	0.1339458538
785	0.1338644279
786	0.1337818385
787	0.1336579028
788	0.1335732236
789	0.1334861758
790	0.133411702
791	0.1333379909
792	0.1332833373
793	0.1331901858
794	0.1329661456
795	0.1328722674
796	0.1327645946
797	0.1326431854
798	0.1325431901
799	0.132379199
800	0.1322949356
801	0.1321032732
802	0.1320164549
803	0.1319942313
804	0.1319345286
805	0.1318463617
806	0.1317883631
807	0.1316991252
808	0.1316127532
809	0.1314765734
810	0.1312836485
811	0.1310509459
812	0.1309133126
813	0.1308643117
814	0.1308047625
815	0.1307256925
816	0.1306347887
817	0.1305052507
818	0.1303776638
819	0.1303276932
820	0.1302613269
821	0.130180456
822	0.1301142715
823	0.1300530532
824	0.1299344616
825	0.1298907412
826	0.1297818662
827	0.1296983702
828	0.1295373806
829	0.1294343507
830	0.1293337839
831	0.1292351082
832	0.1291174936
833	0.1290219652
834	0.1289440743
835	0.1288371683
836	0.1286776026
837	0.1285903417
838	0.1285124177
839	0.1283327719
840	0.1282067798
841	0.1281266685
842	0.1279917044
843	0.1279373371
844	0.1278251392
845	0.1277260297
846	0.1276640731
847	0.1275493968
848	0.1274762683
849	0.1274068192
850	0.1273373916
851	0.1272490458
852	0.1271552027
853	0.1270604385
854	0.1270123595
855	0.1269430146
856	0.1265824013
857	0.1264634224
858	0.126174355
859	0.1260567732
860	0.1259377225
861	0.1258254208
862	0.1257251526
863	0.1255369849
864	0.1254701098
865	0.1253906889
866	0.1253232346
867	0.125194383
868	0.1251646876
869	0.125033831
870	0.124963131
871	0.1248805575
872	0.1248220276
873	0.1246713246
874	0.1246152623
875	0.1245135779
876	0.1244248347
877	0.1243891137
878	0.1243000753
879	0.124180143
880	0.1240980947
881	0.1240058128
882	0.12391031
883	0.1238059367
884	0.1237336891
885	0.1236429827
886	0.1235440939
887	0.1234757646
888	0.1234508781
889	0.1233361085
890	0.1232708632
891	0.1231407843
892	0.1229831678
893	0.1229401832
894	0.1227603586
895	0.1226891831
896	0.122556288
897	0.1224983701
898	0.122443271
899	0.1223693939
900	0.1222938753
901	0.122153002
902	0.1220719516
903	0.1219097463
904	0.1217975461
905	0.1217297477
906	0.1216608313
907	0.1216016573
908	0.1214542222
909	0.1213974042
910	0.1213172352
911	0.1212413862
912	0.1211692342
913	0.1210727197
914	0.1209990867
915	0.1208001469
916	0.1207318439
917	0.1206382971
918	0.1204599352
919	0.1204082842
920	0.1203258233
921	0.1202403352
922	0.1201487572
923	0.1200765559
924	0.119963749
925	0.1198816362
926	0.1198075783
927	0.1197032596
928	0.1196425233
929	0.1195323851
930	0.1194005916
931	0.1193123588
932	0.1192374372
933	0.1191561865
934	0.1190789312
935	0.1189523675
936	0.1188990585
937	0.118771213
938	0.1186987369
939	0.1185878377
940	0.1185151325
941	0.1184455721
942	0.1184168196
943	0.1183221701
944	0.1182425909
945	0.1181774282
946	0.1181020092
947	0.1179688775
948	0.117872095
949	0.1177173633
950	0.1176498876
951	0.1174721061
952	0.1174027382
953	0.1173241652
954	0.1172117082
955	0.1171402829
956	0.117120572
957	0.1170109658
958	0.1169680202
959	0.1168435058
960	0.1167866315
961	0.1166832981
962	0.11657133
963	0.1164675046
964	0.1163811348
965	0.1162954162
966	0.1162025839
967	0.1160449921
968	0.1159369791
969	0.1158417244
970	0.1157986087
971	0.1157322178
972	0.1156818077
973	0.1155848653
974	0.1155103729
975	0.1154623445
976	0.1153876897
977	0.1152930759
978	0.1151724323
979	0.1150935439
980	0.1149998837
981	0.114947447
982	0.1148478049
983	0.1147466207
984	0.1146045089
985	0.1145150494
986	0.1144466449
987	0.114358105
988	0.1142825417
989	0.1142092409
990	0.114132368
991	0.1140169314
992	0.1139418454
993	0.1138692037
994	0.1138164334
995	0.1137532348
996	0.1137086213
997	0.1135975274
998	0.113534996
999	0.1134442078
